Site,Treatment,Plot,Year,Date,Ice_Depth_cm
Permafrost Plateau ,Control,PPC4,2021,7/29/2021,45
Permafrost Plateau ,Control-Hole,PPCH1,2021,7/29/2021,59
Permafrost Plateau ,Control-Hole,PPCH2,2021,7/29/2021,39
Permafrost Plateau ,Control-Hole,PPCH3,2021,7/29/2021,49
Permafrost Plateau ,Control-Hole,PPCH4,2021,7/29/2021,34
Permafrost Plateau ,July-Active,PPJA1,2021,7/29/2021,47
Permafrost Plateau ,July-Active,PPJA2,2021,7/29/2021,42
Permafrost Plateau ,July-Active,PPJA3,2021,7/29/2021,47
Permafrost Plateau ,July-Active,PPJA4,2021,7/29/2021,60
Permafrost Plateau ,Sept-Active,PPSA1,2021,7/29/2021,35
Permafrost Plateau ,Sept-Active,PPSA2,2021,7/29/2021,43
Permafrost Plateau ,Sept-Active,PPSA3,2021,7/29/2021,51
Permafrost Plateau ,Sept-Active,PPSA4,2021,7/29/2021,79
Permafrost Plateau ,Sept-Deep,PPSD1,2021,7/29/2021,50
Permafrost Plateau ,Sept-Deep,PPSD2,2021,7/29/2021,40
Permafrost Plateau ,Sept-Deep,PPSD3,2021,7/29/2021,51
Permafrost Plateau ,Sept-Deep,PPSD4,2021,7/29/2021,46
Active Margin,Control-Hole,AMCH1,2021,7/30/2021,50.5
Active Margin,Control-Hole,AMCH2,2021,7/30/2021,120
Active Margin,Control-Hole,AMCH3,2021,7/30/2021,120
Active Margin,July-Active,AMJA1,2021,7/30/2021,48.5
Active Margin,July-Active,AMJA2,2021,7/30/2021,120
Active Margin,July-Active,AMJA3,2021,7/30/2021,120
Active Margin,Sept-Active,AMSA1,2021,7/30/2021,53.5
Active Margin,Sept-Active,AMSA2,2021,7/30/2021,51
Active Margin,Sept-Active,AMSA3,2021,7/30/2021,57
Active Margin,Sept-Deep,AMSD1,2021,7/30/2021,120
Active Margin,Sept-Deep,AMSD2,2021,7/30/2021,120
Active Margin,Sept-Deep,AMSD3,2021,7/30/2021,55.5
Permafrost Plateau ,Control,PPC1,2021,7/30/2021,38
Permafrost Plateau ,Control,PPC2,2021,7/30/2021,30.5
Permafrost Plateau ,Control,PPC3,2021,7/30/2021,41
Permafrost Plateau ,Control,PPC4,2021,7/30/2021,36.5
Permafrost Plateau ,Control-Hole,PPCH1,2021,7/30/2021,77.5
Permafrost Plateau ,Control-Hole,PPCH2,2021,7/30/2021,28
Permafrost Plateau ,Control-Hole,PPCH3,2021,7/30/2021,46
Permafrost Plateau ,Control-Hole,PPCH4,2021,7/30/2021,38
Permafrost Plateau ,July-Active,PPJA1,2021,7/30/2021,33.5
Permafrost Plateau ,July-Active,PPJA2,2021,7/30/2021,30
Permafrost Plateau ,July-Active,PPJA3,2021,7/30/2021,43.5
Permafrost Plateau ,July-Active,PPJA4,2021,7/30/2021,50
Permafrost Plateau ,Sept-Active,PPSA1,2021,7/30/2021,34.5
Permafrost Plateau ,Sept-Active,PPSA2,2021,7/30/2021,39.5
Permafrost Plateau ,Sept-Active,PPSA3,2021,7/30/2021,41
Permafrost Plateau ,Sept-Active,PPSA4,2021,7/30/2021,75
Permafrost Plateau ,Sept-Deep,PPSD1,2021,7/30/2021,45
Permafrost Plateau ,Sept-Deep,PPSD2,2021,7/30/2021,43
Permafrost Plateau ,Sept-Deep,PPSD3,2021,7/30/2021,48
Permafrost Plateau ,Sept-Deep,PPSD4,2021,7/30/2021,45.5
